importance,time,link,title,summary
0,20200315,https://udndata.com/ndapp/Story?no=4&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxNSuk6bTBPD0yMDIwMDMxNSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-15&news_id=9547414,華南儲祥生 挑5G矽晶圓,"台股投資人上周經歷了罕見且令人驚心動魄的大幅震盪走勢。華南投顧董事長儲祥生指出，本波疫情造成全球股市重挫回檔，不失為績優成長股另一次的大波段布局買點，包括5G基礎建設、記憶體、矽晶圓、CIS感測元件等皆可持 
	                    "
1,20200315,https://udndata.com/ndapp/Story?no=5&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxNSuk6bTBPD0yMDIwMDMxNSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-15&news_id=9547532,外資買ETF 美債陸股最多,"外資上周大賣台股1,514億元，創單周賣超最大紀錄，但外資也買超不少ETF，以不計入槓反ETF觀察，外資青睞的ETF以美債、陸股為首選。法人指出，長天期美國公債ETF是很好的避險工具，中國大陸疫情趨緩，陸股近一周僅下跌 
	                    "
1,20200317,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxNyuk6bTBPD0yMDIwMDMxNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-17&news_id=9548661,14檔高價股 抗跌悍將,"美聯準會（Fed）大動作降息引發市場擔憂，台股昨（16）日再度失守萬點，但仍有南六（6504）、超商雙雄等高價股挾基本面、籌碼面優勢，逆勢收在平盤以上，展現抗跌力道。
歐美地區新冠肺炎疫情持續惡化，Fed緊急降息 
	                    "
1,20200318,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxOCuk6bTBPD0yMDIwMDMxOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-18&news_id=9549891,基亞,"基亞（3176）子公司報喜，躍身成為防疫概念股，今天開盤股價亮燈鎖漲停價41.55元，委買量達1,500餘張。基亞代子公司TBG Diagnostics Ltd.公布取得新冠肺炎病毒檢測試劑盒的歐盟CE認證，基亞持股51.76%。
基亞子公司 
	                    "
0,20200318,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxOCuk6bTBPD0yMDIwMDMxOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-18&news_id=9549432,創意智原 四檔可短打,"美股持續遭逢空方壓制，台股昨（17）日連五黑，創意（3443）、智原（3035）二檔「三無經濟概念股」跌深後領先翻紅，券商建議，搶反彈的投資人可透過權證的槓桿效果，擴大獲利空間。
新冠肺炎疫情全球肆虐，連原本信 
	                    "
1,20200318,https://udndata.com/ndapp/Story?no=3&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxOCuk6bTBPD0yMDIwMDMxOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-18&news_id=9549476,伺服器供應鏈 止跌反彈,"美股再度崩跌，台股昨（17）日持續探底，但因離10年線9,112點僅剩300多點，部分搶短買盤開始進場，營運展望佳的金像電（2368）等伺服器供應鏈成為點火標的，股價普遍止跌反彈。
美國總統川普坦承，美國新冠肺炎疫情 
	                    "
1,20200318,https://udndata.com/ndapp/Story?no=4&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMxOCuk6bTBPD0yMDIwMDMxOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-18&news_id=9549666,信用交易將放寬 生醫股受惠,"生技醫療產業在這波疫情海嘯襲來之際，防疫概念股更成國際利空下的寵兒。依財團法人生物技術開發中心產業資訊組組長許毓真表示，因應疫情發展，在診斷、治療、預防、保健各方面的需求急速湧現，更激起政府加速推動組 
	                    "
1,20200322,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMyMiuk6bTBPD0yMDIwMDMyMiuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-22&news_id=9552752,毛寶防疫題材熱 業績升溫,"新冠肺炎疫情橫掃，全球股市倒成一片，國內清潔用品大廠毛寶因為搭上「防疫概念股」順風車，上周股價不僅「萬綠叢中一點紅」，且單周逆勢大漲超過兩成，成為名符其實的飆股。
新冠肺炎蔓延全球，各項防疫商品賣翻天 
	                    "
1,20200323,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMyMyuk6bTBPD0yMDIwMDMyMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-23&news_id=9553230,床的世界 彰化逆勢拓點,"新冠肺炎疫情擴散，宅在家時間大增，睡眠又是抗疫關鍵，床的世界（2938）助眠科技床墊暢銷，躋身防疫概念股之林，昨（22）日逆勢新開彰化館，全台直營通路達34家，不排除今年再進軍花蓮、台東市場，挺進東台灣版圖。 
	                    "
1,20200324,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMyNCuk6bTBPD0yMDIwMDMyNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-24&news_id=9553981,新基建概念股 出頭天,"台股昨（23）日隨國際股市拉回，再度失守10年線9,107點，但功率放大器（PA）、散熱、伺服器等中國大陸「新基建」概念股，產業能見度相對較高，吸引搶短買盤卡位，扮演盤面多方明燈。
新冠肺炎疫情在歐美地區持續擴散 
	                    "
0,20200325,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMyNSuk6bTBPD0yMDIwMDMyNSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-25&news_id=9554754,IC設計光通訊 可留意,"盤勢分析
新冠肺炎疫情在歐美快速擴散，除了義大利死亡人數超越中國大陸之外，美國紐約州、華盛頓州、加州更成為重災區，但美國民主黨宣布要推出自家版的2.5兆美元刺激計畫激勵下，美國期貨電子盤大盤，帶動台股昨（ 
	                    "
1,20200328,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMyOCuk6bTBPD0yMDIwMDMyOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-28&news_id=9557560,上證單周小紅,"中國疫情控制得宜，市場逐步恢復信心，市場消費開始活絡，有助於後續經濟數據出現好轉。本周上證指數單周小漲0.26%，收在2,772.20點；深圳指數單周小跌0.46%，收在1,771.85點。
隨中國疫情緩和，市場預期在疫情高峰 
	                    "
1,20200330,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMzMCuk6bTBPD0yMDIwMDMzMCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-30&news_id=9558899,投資情報站,"指標股：疫情持續延燒，旭富（4119）股價再度挑戰140元，母公司三商（2905）今攻漲停；在疫情之下，防疫概念股先由口罩概念股點火，持續帶動試劑、疫苗、藥品等。
關鍵數據：今摩台期結算，價差有收斂現象。
技術分 
	                    "
1,20200330,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMzMCuk6bTBPD0yMDIwMDMzMCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-30&news_id=9558976,台股開低走高 力拚站回5日均線,"受到歐美股市上周五走跌影響，台股今天早盤跌破5日線，盤中曾一度重挫283點，不過，盤中見到資金進場，拉高指數收斂跌幅，多頭力拚站上5日線及9600點關卡。
美國確診病例數超越中國大陸成為全球確診數最多的國家，美 
	                    "
0,20200331,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDMzMSuk6bTBPD0yMDIwMDMzMSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-03-31&news_id=9559151,遠距電子內需消費 可短打,"台股昨（30）日量縮整理、開低走高，指數回測5日均線有撐。法人認為，台股在上周急彈下，進入窄幅整理機會大，投資人可搶短，但不建議追高殺低，以買黑賣紅，高出低進、區間操作為宜，族群上可以留意生技醫療、遠距電 
	                    "
1,20200401,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwMSuk6bTBPD0yMDIwMDQwMSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-01&news_id=9560434,測溫槍拉貨 MCU雙將衝鋒,"美國新冠肺炎死亡人數超越中國大陸，IC設計防疫概念族群再度翻紅，測溫槍MCU晶片紘康（6457）、松翰（5471）第二季拉貨動能強勁、帶頭領漲，其中紘康直攻漲停，帶動其他MCU族群盛群（6202）及九齊（6494）股價上揚。 
	                    "
0,20200402,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwMiuk6bTBPD0yMDIwMDQwMiuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-02&news_id=9560633,IC設計CIS族群 搶鏡,"台股昨（1）日受制於追價力道有限，量縮收小黑，但今年展望相對樂觀的IC設計、CMOS影像感測器（CIS）兩大族群仍獲買盤積極卡位，鈺太（6679）、同欣電等多檔個股強勢收紅，匯聚多方人氣。
美股期貨電子盤走跌，以及 
	                    "
1,20200403,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwMyuk6bTBPD0yMDIwMDQwMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-03&news_id=9561498,防疫概念股 聚焦,"新冠肺炎疫情持續主導市場情緒， 法人表示，全球股市受到疫情衝擊影響擴大，目前疫情尚未見到高峰，投資人現階段可留意宅經濟及防疫概念股，適時增加固定收益商品或黃金等避險型投資標的。
富邦證券表示，隨著疫情惡 
	                    "
1,20200403,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwMyuk6bTBPD0yMDIwMDQwMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-03&news_id=9561335,疫期理財 留意宅經濟概念股,"新冠肺炎疫情全球蔓延，統計至3月27日止，目前全球已超過有53萬人確診，影響所及從供應端的世界工廠中國，擴散到需求端的歐美市場。富邦證券表示，全球股市受到疫情衝擊影響擴大，目前疫情尚未見到高峰，投資人現階段 
	                    "
1,20200404,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNCuk6bTBPD0yMDIwMDQwNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-04&news_id=9562478,首季財報倒數 龍頭股驚驚,"上市櫃公司近期將陸續揭露今年第一季營收，由於新冠肺炎疫情，美國、歐洲、中國大陸等主要消費市場更相繼頒布「禁足令」，導致全球經濟將出現衰退；過往引領台股的台積電（2330）、鴻海（2317）、大立光（3008）等指 
	                    "
1,20200404,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNCuk6bTBPD0yMDIwMDQwNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-04&news_id=9562161,盛群 紘康 松翰 接單熱,"微控制器（MCU）廠包括盛群（6202）、紘康、松翰等，受惠新冠肺炎疫情、成為防疫概念股，目前松翰的接單量最大，盛群與紘康也各有滿手訂單。
松翰前二月合併營收則為3.81億元，年增4.4％。松翰的產品線主要分三大類 
	                    "
1,20200404,https://udndata.com/ndapp/Story?no=3&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNCuk6bTBPD0yMDIwMDQwNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-04&news_id=9562295,股價創高族群 打敗黑天鵝,"台股第1季狂挨「熊掌」，指數大跌2,289點或19%，法人、散戶資金展開大逃殺，但仍有金像電等多檔個股挾基本面、籌碼面等優異條件逆勢突圍，1日收盤創今年新高，凌華、紘康等更漲逾二成，將扮演盤面強勢指標。
新冠肺 
	                    "
0,20200405,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNSuk6bTBPD0yMDIwMDQwNSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-05&news_id=9562742,衛冕者 許豐祿 押寶博智泰碩,"上周戰報
「股市豐神榜」許豐祿上周投資組合報酬率0.8%，投資組合中，除了基亞外，其餘標的都繳出正報酬，其中，良維漲4%，表現最佳；正崴居次，漲3.1%；健亞第三，漲2.7%。
良維目前有亞馬遜、中國騰訊以及美國設 
	                    "
0,20200407,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNyuk6bTBPD0yMDIwMDQwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-07&news_id=9564026,5G基建三族群 強勢,"台股昨（6）日受惠於美股期貨電子盤上漲，收盤重登9,800點關卡，散熱、功率放大器（PA）、銅箔基板（CCL）等三大族群挾5G基建題材，股價點火走揚，多檔個股創本波反彈來新高。
隨3月營收進入密集公布期，短多買盤積 
	                    "
0,20200407,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwNyuk6bTBPD0yMDIwMDQwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-07&news_id=9564015,百元IC族群 扮多頭先鋒,"台股昨（6）日拉升百點，挑戰上檔月線反壓，盤面類股多有表現，其中，原相（3227）、神盾等百元高價IC股各挾題材，表現強勢，匯聚多方量能，扮演行情推手。
連假結束，台股首日交易溫和放量，買盤除敲進防疫概念股， 
	                    "
1,20200408,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQwOCuk6bTBPD0yMDIwMDQwOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-08&news_id=9565266,權值股挺 台股站萬點,"美股昨（7）日開高走低，因市場樂觀情緒未能延續，道瓊指數終場回吐900點漲幅小跌，不過，台股今日走出自己的路，指數開盤小漲隨即躍過萬點，儘管一度面臨壓力翻黑；惟在鴻海（2317）、大立光、台積電等權值股支撐下 
	                    "
1,20200410,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxMCuk6bTBPD0yMDIwMDQxMCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-10&news_id=9566292,汽車零件 車電 資金轉進,"台股昨（9）日受制於外資調節，拉回收小黑，強勢股獲利賣壓湧現，資金轉戰低基期、籌碼輕優勢的中低價股，智伸科（4551）、同致等汽車零件與車用電子族群獲得短多青睞，股價點火走高。
雖美股四大指數收紅激勵亞股普 
	                    "
1,20200410,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxMCuk6bTBPD0yMDIwMDQxMCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-10&news_id=9566288,九檔擁利基 寫今年新高價,"盤勢震盪，台股昨（9）日個股漲跌互見，惟恆大（1325）、富邦媒等挾營運利基和題材熱度，吸引資金持續敲進，推升股價創下今年收盤新高。
台股昨小幅開高，盤中一度漲逾百點，惟指數走揚增加籌碼出脫壓力，早盤即回測 
	                    "
1,20200411,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxMSuk6bTBPD0yMDIwMDQxMSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-11&news_id=9567032,低基期傳產股 資金轉進,"台股昨（10）日在高檔壓力區前震盪換手，市場資金轉進低基期族群，中低價銅板股活蹦亂跳，東元（1504）、南港等多檔題材性傳產股，股價大幅拉升，匯聚盤面多頭人氣。
美聯準會（Fed）加碼推出2.3兆美元刺激方案，援 
	                    "
1,20200412,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxMiuk6bTBPD0yMDIwMDQxMiuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-12&news_id=9567706,生醫防疫股 營運受關注,"新冠肺炎肆虐，投資人關注焦點生技醫療及健康產業，臺灣證券交易所邀請新藥研發、原料藥、醫材及運動休閒等相關上市公司於15日和17日舉行業績發表會，應邀參加的公司有台耀、南六、柏文、和康生、美時、永信等公司。 
	                    "
1,20200413,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxMyuk6bTBPD0yMDIwMDQxMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-13&news_id=9568712,弘裕、三洋紡拚轉機亮燈,"低價紡織股搭上防疫概念股順風車，在轉機題材發燒下，吸引買盤進場，三洋紡（1472）、弘裕（1474）兩檔個股今日股價盤中雙雙攻頂，分別以12.3元、9.66元鎖在漲停價位。
弘裕因擴展台灣醫療紡織事業通路，並接獲隔離 
	                    "
1,20200418,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxOCuk6bTBPD0yMDIwMDQxOCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-18&news_id=9571960,台塑生醫仿日照儀 居家光療首選,"新冠肺炎疫情使台塑生醫成為防疫概念股，抗菌、抗病毒產品需求爆量，通過國家SNQ防疫認證、兼具抗菌及抗病毒功效的噴霧產品為大熱門。在董事長王瑞瑜帶領下，台塑生醫也跨入「預防醫學」，去年台灣醫療科技展首度展出 
	                    "
0,20200419,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQxOSuk6bTBPD0yMDIwMDQxOSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-19&news_id=9572647,挑戰者 陳彥蓉 選大立光廣錠,"上周戰報
「股市A指標」陳彥蓉上周投資組合報酬率2.0%，雖小輸大盤，但投資組合中，僅健亞沒有正報酬，其餘標的多有表現，其中，權王台積電上漲9.6%最高，相當少見；超眾漲3.9%居次，瑞祺電通漲2.1%第三。
台積電法 
	                    "
0,20200421,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyMSuk6bTBPD0yMDIwMDQyMSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-21&news_id=9573983,士紙資產題材火紅,"業內、業外雙箭頭，士紙（1903）在國內擁有超過9萬坪土地，雄厚的資產題材一直備受外界矚目，其中，士紙的五號倉庫都更開發案，去年底獲得北市府審核通過，最近已經正式拿到建照，預計今年內開工。資產題材再度成為法 
	                    "
1,20200421,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyMSuk6bTBPD0yMDIwMDQyMSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-21&news_id=9573951,績優傳產 買盤點火,"台股昨（20）日在季線關前震盪換手，市場資金轉為點火基期偏低的績優傳產股維繫多方人氣，多檔個股同步創波段新高，力山（1515）攻頂突破半年線反壓，亞德客-KY、佳格更率先站回所有均線。
新冠肺炎救命藥瑞德西韋（ 
	                    "
0,20200422,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyMiuk6bTBPD0yMDIwMDQyMiuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-22&news_id=9574701,利基型中小電子 法人挺,"台股昨（21）日受制於油價大跌，以及北韓領導人金正恩驚傳手術病危等利空，回測10日線，但具業績題材，且法人加持的全台（3038）、世芯-KY等多檔中小型利基電子股仍逆勢收紅，扛多頭大旗。
美國5月交割西德州原油期 
	                    "
0,20200423,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyMyuk6bTBPD0yMDIwMDQyMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-23&news_id=9575532,5G雲端網通 題材熱,"盤勢分析
油價崩跌，引發市場疑慮，美股道瓊指數連兩個交易日狂瀉逾1,200點，亞股普遍呈現下跌態勢，台股周三開低逾140點，不過，盤中在防疫概念股、美股電子盤翻紅激勵下，吸引低接買盤進場，帶動大盤翻紅，終場指 
	                    "
0,20200423,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyMyuk6bTBPD0yMDIwMDQyMyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-23&news_id=9575529,伺服器光通訊股 猛攻,"台股昨（22）日受惠於空方下殺力道減輕，拉下影線收小紅，市場資金點火中小型題材電子股，金像電（2368）、統新等伺服器、光通訊相關個股強勢拉抬，匯聚盤面多方人氣。
近日地緣政治、國際油價大跌，以及華為、蘋果 
	                    "
1,20200424,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyNCuk6bTBPD0yMDIwMDQyNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-24&news_id=9576716,寶齡富錦,"寶齡富錦（1760）聯手其餘生醫廠商成功開發出Vstrip@COVID-19抗原快篩試劑，使防疫概念股依舊是人氣指標，利多題材下，今日寶齡富錦再攻漲停，股價來到116元。
寶齡富錦生技等三家公司在各自領域內整合，開發檢測CO 
	                    "
1,20200424,https://udndata.com/ndapp/Story?no=2&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyNCuk6bTBPD0yMDIwMDQyNCuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-24&news_id=9576338,泛防疫概念 強勢領漲,"台股昨（23）日震盪，盤面個股漲跌互見，恆大（1325）、寶齡富錦等泛防疫股標的持續吸引資金敲進，推升創今年收盤價新高。
除新冠肺炎疫情變化，疲弱的原油價格走勢也使近期國際股市震盪加劇，各國政府陸續推出救市 
	                    "
1,20200425,https://udndata.com/ndapp/Story?no=1&page=1&udndbid=udndata&SearchString=qL6szLenqcCq0Suk6bTBPj0yMDIwMDQyNSuk6bTBPD0yMDIwMDQyNSuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=50&select=1&kind=2&article_date=2020-04-25&news_id=9577451,周線黑 周跌幅逾2％,"受到新冠疫情的干擾，市場恐怕後續國際油價需求將大幅下降、導致美國原油期貨報價出現重挫，衝擊全球股市走勢。本周加權開低走低，周五加權指數收在10,347.36點，周線收中長黑K棒，累計一周下跌幅度2.36%，終止周KD連 
	                    "
